recorded_time,agg_level,product_type,country,year,quarter,month,brand,total_market_size_count,market_share_count_pct
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Salomon,80,1.6
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Reebok,77,1.54
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Saucony,80,1.6
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Brooks Sports,69,1.38
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Lululemon,67,1.34
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,The North Face,64,1.28
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Altra Running,73,1.46
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Anta Sports,63,1.26
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,K-Swiss,42,0.84
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Timberland,51,1.02
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Merrell,54,1.08
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Mizuno,42,0.84
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Kappa,37,0.74
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Lacoste,35,0.7000000000000001
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Vans,33,0.66
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Xero Shoes,29,0.58
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Cariuma,46,0.92
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Autry,43,0.86
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Fila,23,0.4599999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Diadora,14,0.2799999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Champion,30,0.6
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,AND1,21,0.42
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Arc'teryx,20,0.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Spira,13,0.26
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Keds,25,0.5
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Allbirds,18,0.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,British Knights,22,0.44
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Macbeth Footwear,38,0.76
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,KangaROOs,14,0.2799999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Athletic Propulsion Labs,20,0.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Heelys,16,0.32
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Topo Athletic,18,0.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Craft,30,0.6
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Wilson Sporting Goods,20,0.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,La Sportiva,10,0.2
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,February,Li-Ning,5,0.1
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Nike,854,17.080000000000002
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Adidas,640,12.8
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Hoka One One,439,8.780000000000001
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,On,337,6.74
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Skechers,303,6.0600000000000005
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Jordan Brand,229,4.58
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,New Balance,212,4.24
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Under Armour,160,3.2
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,VEJA,145,2.9000000000000004
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Asics,138,2.76
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Puma,81,1.62
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Converse,115,2.3
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Salomon,87,1.7399999999999998
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Reebok,75,1.5
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Saucony,90,1.7999999999999998
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Brooks Sports,75,1.5
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Lululemon,71,1.4200000000000002
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,The North Face,73,1.46
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Altra Running,66,1.32
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Anta Sports,66,1.32
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,K-Swiss,44,0.88
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Timberland,37,0.74
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Merrell,50,1.0
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Mizuno,46,0.92
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Kappa,31,0.62
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Lacoste,28,0.5599999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Vans,41,0.8200000000000001
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Xero Shoes,37,0.74
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Cariuma,36,0.72
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Autry,30,0.6
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Fila,25,0.5
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Diadora,19,0.38
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Champion,20,0.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,AND1,29,0.58
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Arc'teryx,28,0.5599999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Spira,22,0.44
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Keds,25,0.5
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Allbirds,26,0.52
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,British Knights,25,0.5
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Macbeth Footwear,21,0.42
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,KangaROOs,19,0.38
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Athletic Propulsion Labs,24,0.48
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Heelys,20,0.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Topo Athletic,11,0.22
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Craft,17,0.3399999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Wilson Sporting Goods,13,0.26
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,La Sportiva,15,0.3
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q1,March,Li-Ning,5,0.1
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Nike,849,16.98
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Adidas,652,13.04
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Hoka One One,458,9.16
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,On,320,6.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Skechers,325,6.5
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Jordan Brand,196,3.92
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,New Balance,202,4.04
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Under Armour,160,3.2
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,VEJA,135,2.7
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Asics,137,2.74
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Puma,116,2.32
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Converse,115,2.3
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Salomon,81,1.62
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Reebok,89,1.78
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Saucony,85,1.7000000000000002
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Brooks Sports,62,1.24
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Lululemon,62,1.24
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,The North Face,70,1.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Altra Running,65,1.3
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Anta Sports,71,1.4200000000000002
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,K-Swiss,48,0.96
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Timberland,31,0.62
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Merrell,39,0.7799999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Mizuno,35,0.7000000000000001
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Kappa,49,0.98
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Lacoste,40,0.8
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Vans,37,0.74
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Xero Shoes,38,0.76
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Cariuma,31,0.62
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Autry,26,0.52
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Fila,33,0.66
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Diadora,23,0.4599999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Champion,27,0.54
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,AND1,21,0.42
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Arc'teryx,33,0.66
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Spira,28,0.5599999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Keds,22,0.44
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Allbirds,26,0.52
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,British Knights,25,0.5
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Macbeth Footwear,15,0.3
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,KangaROOs,18,0.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Athletic Propulsion Labs,14,0.2799999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Heelys,19,0.38
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Topo Athletic,13,0.26
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Craft,20,0.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Wilson Sporting Goods,19,0.38
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,La Sportiva,13,0.26
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,April,Li-Ning,7,0.1399999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Nike,818,16.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Adidas,627,12.54
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Hoka One One,445,8.9
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,On,378,7.56
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Skechers,305,6.1
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Jordan Brand,235,4.7
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,New Balance,196,3.92
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Under Armour,173,3.46
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,VEJA,141,2.82
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Asics,135,2.7
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Puma,110,2.2
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Converse,86,1.72
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Salomon,73,1.46
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Reebok,88,1.76
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Saucony,86,1.72
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Brooks Sports,82,1.64
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Lululemon,67,1.34
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,The North Face,66,1.32
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Altra Running,72,1.44
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Anta Sports,72,1.44
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,K-Swiss,48,0.96
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Timberland,40,0.8
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Merrell,40,0.8
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Mizuno,41,0.8200000000000001
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Kappa,39,0.7799999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Lacoste,32,0.64
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Vans,40,0.8
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Xero Shoes,50,1.0
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Cariuma,33,0.66
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Autry,40,0.8
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Fila,18,0.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Diadora,20,0.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Champion,19,0.38
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,AND1,20,0.4
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Arc'teryx,17,0.3399999999999999
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Spira,22,0.44
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Keds,24,0.48
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,Allbirds,18,0.36
2025-01-16,product_type.country.year.quarter.month.brand,athletic_footwear,USA,2022,Q2,May,British Knights,24,0.48
